DIRECTORIO,SECUENCIA_P,ORDEN,P6040,CLASE,DPTO,INGLABO
7902636,1,3,3,1,50,NA
7902636,1,4,0,1,50,NA
7902638,1,1,52,1,50,NA
7902638,1,2,32,1,50,NA
7902638,1,3,12,1,50,NA
7902638,1,4,7,1,50,NA
7902638,1,5,4,1,50,NA
7902639,1,1,31,1,50,1550000
7902640,1,1,38,1,50,2400000
7902640,1,2,13,1,50,NA
7902640,1,3,39,1,50,1500000
7902641,1,1,28,1,50,1300000
7902642,1,1,55,1,50,1700000
7902642,1,2,57,1,50,1300000
7902643,1,1,42,1,50,NA
7902643,1,2,38,1,50,960000
7902643,1,3,19,1,50,NA
7902643,1,4,15,1,50,NA
7902644,1,1,32,1,50,2200000
7902644,1,2,30,1,50,2500000
7902644,1,3,11,1,50,NA
7902645,1,1,58,1,50,120000
7902645,1,2,23,1,50,NA
7902646,1,1,43,1,50,NA
7902646,1,2,19,1,50,NA
7902647,1,1,38,1,50,2000000
7902647,1,2,40,1,50,2500000
7902647,1,3,15,1,50,NA
7902647,1,4,11,1,50,NA
7902648,1,1,43,1,50,12000000
7902649,1,1,46,1,50,4000000
7902649,1,2,28,1,50,NA
7902649,1,3,7,1,50,NA
7902649,1,4,6,1,50,NA
7902649,1,5,2,1,50,NA
7902649,1,6,46,1,50,2160000
7902650,1,1,54,1,50,NA
7902650,1,2,24,1,50,NA
7902650,1,3,16,1,50,NA
7902650,1,4,32,1,50,1300000
7902650,1,5,8,1,50,NA
7902652,1,1,39,1,50,1462000
7902652,1,2,16,1,50,NA
7902652,1,3,1,1,50,NA
7902653,1,1,48,1,50,9000000
7902653,1,2,18,1,50,NA
7902662,1,1,59,1,52,1200000
7902663,1,1,42,1,52,2800000
7902663,1,2,40,1,52,3600000
7902663,1,3,15,1,52,NA
7902664,1,1,25,1,52,NA
7902664,1,2,23,1,52,NA
7902664,1,3,18,1,52,NA
7902665,1,1,64,1,52,1000000
7902665,1,2,50,1,52,NA
7902665,1,3,31,1,52,1300000
7902665,1,4,12,1,52,NA
7902665,1,5,73,1,52,NA
7902666,1,1,50,1,52,900000
7902666,1,2,20,1,52,900000
7902667,1,1,78,1,52,NA
7902667,1,2,48,1,52,1500000
7902667,1,3,17,1,52,NA
7902668,1,1,61,1,52,2400000
7902668,1,2,25,1,52,NA
7902669,1,1,28,1,52,1300000
7902669,1,2,0,1,52,NA
7902670,1,1,61,1,52,900000
7902670,1,2,59,1,52,NA
7902670,1,3,36,1,52,1200000
7902670,1,4,26,1,52,NA
7902670,1,5,31,1,52,NA
7902670,1,6,31,1,52,1300000
7902670,1,7,7,1,52,NA
7902671,1,1,79,1,52,NA
7902671,1,2,79,1,52,NA
7902671,1,3,53,1,52,1400000
7902671,1,4,45,1,52,NA
7902671,1,5,57,1,52,2500000
7902671,1,6,40,1,52,NA
7902671,1,7,17,1,52,NA
7902672,1,1,57,1,52,1300000
7902673,1,1,81,1,52,NA
7902673,1,2,40,1,52,NA
7902673,1,3,53,1,52,2400000
7902673,1,4,26,1,52,NA
7902673,1,5,18,1,52,NA
7902674,1,1,42,1,52,3200000
7902674,1,2,32,1,52,2500000
7902675,1,1,44,1,52,NA
7902675,1,2,23,1,52,900000
7902676,1,1,21,1,52,NA
7902676,1,2,16,1,52,NA
7902676,1,3,8,1,52,NA
7902677,1,1,23,1,52,NA
7902677,1,2,2,1,52,NA
7902677,1,3,0,1,52,NA
7902678,1,1,28,1,52,800000
7902678,1,2,13,1,52,NA
7902678,1,3,4,1,52,NA
7902678,1,4,21,1,52,NA
7902679,1,1,27,1,52,NA
7902679,1,2,43,1,52,1200000
7902679,1,3,6,1,52,NA
7902679,1,4,3,1,52,NA
7902679,1,5,8,1,52,NA
7902680,1,1,58,1,52,1200000
7902680,1,2,53,1,52,NA
7902681,1,1,47,1,52,1300000
7902681,1,2,42,1,52,1300000
7902681,1,3,14,1,52,NA
7902681,1,4,7,1,52,NA
7902682,1,1,20,1,52,NA
7902682,1,2,3,1,52,NA
7902682,1,3,13,1,52,NA
7902682,1,4,42,1,52,800000
7902686,1,1,57,1,52,3000000
7902686,1,2,42,1,52,5200000
7902686,1,3,8,1,52,NA
7902687,1,1,72,1,52,NA
7902687,1,2,44,1,52,1800000
7902687,1,3,42,1,52,150000
7902687,1,4,16,1,52,NA
7902688,1,1,49,1,52,900000
7902688,1,2,51,1,52,NA
7902688,1,3,30,1,52,250000
7902688,1,4,28,1,52,150000
7902688,1,5,17,1,52,NA
7902688,1,6,23,1,52,NA
7902688,1,7,4,1,52,NA
7902688,1,8,21,1,52,200000
7902688,1,9,18,1,52,820000
7902689,1,1,54,1,52,NA
7902689,1,2,62,1,52,900000
7902689,1,3,35,1,52,NA
7902689,1,4,25,1,52,NA
7902690,1,1,57,1,52,1000000
7902690,1,2,54,1,52,1600000
7902690,1,3,10,1,52,NA
7902691,1,1,40,1,52,350000
7902691,1,2,14,1,52,NA
7902692,1,1,77,1,52,NA
7902692,1,2,72,1,52,NA
7902692,1,3,50,1,52,70000
7902692,1,4,42,1,52,400000
7902693,1,1,62,1,52,NA
7902693,1,2,25,1,52,NA
7902693,1,3,67,1,52,500000
7902694,1,1,66,1,52,1300000
7902694,1,2,44,1,52,1650000
7902694,1,3,26,1,52,700000
7902694,1,4,31,1,52,1538000
7902695,1,1,36,1,52,1500000
7902695,1,2,32,1,52,NA
7902695,1,3,11,1,52,NA
7902695,1,4,1,1,52,NA
7902696,1,1,58,1,52,1300000
7902696,1,2,57,1,52,3000000
7902696,1,3,25,1,52,NA
7902696,1,4,19,1,52,NA
7902697,1,1,38,1,52,1000000
7902698,1,1,26,1,52,8000000
7902698,1,2,28,1,52,3100000
7902698,1,3,4,1,52,NA
7902698,1,4,4,1,52,NA
7902699,1,1,87,1,52,NA
7902699,1,2,52,1,52,800000
7902699,1,3,52,1,52,200000
7902699,1,4,12,1,52,NA
7902699,1,5,35,1,52,30000
7902700,1,1,69,1,52,2500000
7902700,1,2,62,1,52,NA
7902700,1,3,28,1,52,1000000
7902700,1,4,9,1,52,NA
7902701,1,1,52,1,52,2000000
7902702,1,1,36,1,52,1462000
7902702,1,2,34,1,52,1462000
7902702,1,3,9,1,52,NA
7902703,1,1,39,1,52,8000000
7902703,1,2,39,1,52,4000000
7902704,1,1,48,1,52,3000000
7902704,1,2,42,1,52,4000000
7902704,1,3,18,1,52,NA
7902705,1,1,73,1,52,240000
7902705,1,2,66,1,52,NA
7902705,1,3,29,1,52,NA
7902705,1,4,30,1,52,300000
7902705,1,5,41,1,52,1462000
7902705,1,6,5,1,52,NA
7902706,1,1,45,1,52,1512000
7902706,1,2,21,1,52,NA
7902706,1,3,18,1,52,NA
7902706,1,4,26,1,52,1430000
7902706,1,5,5,1,52,NA
7902707,1,1,37,1,52,1700000
7902707,1,2,36,1,52,NA
7902707,1,3,7,1,52,NA
7902708,1,1,35,1,52,3000000
7902708,1,2,6,1,52,NA
7902709,1,1,41,1,52,1780000
7902709,1,2,41,1,52,1300000
7902709,1,3,16,1,52,NA
7902710,1,1,45,1,52,1500000
7902710,1,2,43,1,52,NA
7902710,1,3,19,1,52,800000
7902711,1,1,39,1,52,4300000
7902712,1,1,30,1,52,1300000
7902713,1,1,74,1,52,NA
7902714,1,1,43,1,52,4000000
7902714,1,2,46,1,52,4000000
7902714,1,3,21,1,52,NA
7902714,1,4,11,1,52,NA
7902717,1,1,60,1,52,NA
7902725,1,1,52,1,52,1500000
7902726,1,1,34,1,52,1300000
7902731,1,1,50,1,52,460000
7902731,1,2,30,1,52,NA
7902732,1,1,45,1,54,2000000
7902732,1,2,43,1,54,NA
7902732,1,3,18,1,54,NA
7902732,1,4,14,1,54,NA
7902733,1,1,40,1,54,1200000
7902733,1,2,22,1,54,500000
7902733,1,3,19,1,54,50000
7902733,1,4,26,1,54,150000
7902733,1,5,4,1,54,NA
7902733,1,6,85,1,54,NA
7902733,1,7,44,1,54,NA
7902733,1,8,17,1,54,NA
7902733,1,9,5,1,54,NA
7902733,1,10,12,1,54,NA
7902734,1,1,37,1,54,NA
7902734,1,2,37,1,54,NA
7902734,1,3,20,1,54,2500000
7902734,1,4,12,1,54,NA
7902735,1,1,34,1,54,0
7902735,1,2,33,1,54,2000000
7902735,1,3,8,1,54,NA
7902735,1,4,67,1,54,NA
7902740,1,1,56,1,54,4100000
7902740,1,2,22,1,54,NA
7902741,1,1,26,1,54,2919000
7902741,1,2,22,1,54,1500000
7902741,1,3,25,1,54,1200000
7902742,1,1,49,1,54,1300000
7902742,1,2,19,1,54,NA
7902746,1,1,37,1,54,1500000
7902746,1,2,25,1,54,1300000
7902748,1,1,93,1,54,NA
7902748,1,2,50,1,54,NA
7902749,1,1,65,1,54,NA
7902749,1,2,58,1,54,NA
7902749,1,3,31,1,54,2800000
7902749,1,4,25,1,54,1300000
7902749,1,5,17,1,54,NA
7902751,1,1,38,1,54,3900000
7902751,1,2,36,1,54,2900000
7902756,1,1,68,1,54,5600000
7902756,1,2,88,1,54,NA
7902761,1,1,73,1,54,4000000
7902762,1,1,36,1,54,NA
7902762,1,2,35,1,54,2200000
7902762,1,3,3,1,54,NA
7902762,1,4,1,1,54,NA
7902763,1,1,72,1,54,5000000
7902763,1,2,62,1,54,NA
7902763,1,3,37,1,54,NA
7902766,1,1,65,1,54,NA
7902771,1,1,83,1,54,NA
7902771,1,2,80,1,54,NA
7902771,1,3,65,1,54,1780000
7902772,1,1,34,1,54,1300000
7902772,1,2,32,1,54,3200000
7902772,1,3,9,1,54,NA
7902772,1,4,2,1,54,NA
7902773,1,1,70,1,54,NA
7902773,1,2,67,1,54,NA
7902774,1,1,29,1,54,1300000
7902774,1,2,23,1,54,NA
7902774,1,3,5,1,54,NA
7902774,1,4,3,1,54,NA
7902779,1,1,43,1,54,1300000
7902779,1,2,20,1,54,NA
7902779,1,3,14,1,54,NA
7902780,1,1,58,1,54,3000000
7902781,1,1,46,1,54,1300000
7902781,1,2,43,1,54,NA
7902781,1,3,9,1,54,NA
7902782,1,1,35,1,54,1300000
7902782,1,2,5,1,54,NA
7902782,1,3,4,1,54,NA
7902783,1,1,60,1,54,NA
7902783,1,2,41,1,54,1500000
7902783,1,3,23,1,54,NA
7902783,1,4,18,1,54,NA
7902783,1,5,16,1,54,NA
7902785,1,1,38,1,54,1300000
7902785,1,2,29,1,54,1300000
7902789,1,1,33,1,63,1500000
7902790,1,1,38,1,63,1300000
7902790,1,2,17,1,63,NA
7902791,1,1,39,1,63,800000
7902791,1,2,37,1,63,3700000
7902791,1,3,10,1,63,NA
7902791,1,4,4,1,63,NA
7902792,1,1,50,1,63,2000000
7902792,1,2,48,1,63,1700000
7902793,1,1,65,1,63,1100000
7902793,1,2,72,1,63,NA
7902795,1,1,32,1,63,1300000
7902795,1,2,30,1,63,1300000
7902795,1,3,0,1,63,NA
7902797,1,1,36,1,63,2500000
7902798,1,1,30,1,63,4113000
7902798,1,2,33,1,63,6200000
7902799,1,1,29,1,63,1400000
7902799,1,2,6,1,63,NA
7902799,1,3,2,1,63,NA
7902800,1,1,26,1,63,NA
7902801,1,1,18,1,63,800000
7902802,1,1,35,1,63,1300000
7902802,1,2,31,1,63,NA
7902802,1,3,8,1,63,NA
7902802,1,4,51,1,63,840000
7902804,1,1,83,1,63,NA
7902804,1,2,66,1,63,NA
7902804,1,3,22,1,63,NA
7902805,1,1,48,1,63,1600000
7902806,1,1,53,1,63,NA
7902806,1,2,39,1,63,700000
7902806,1,3,17,1,63,NA
7902807,1,1,43,1,63,8000000
7902807,1,2,46,1,63,5400000
7902807,1,3,14,1,63,NA
7902807,1,4,67,1,63,NA
7902809,1,1,23,1,63,NA
7902810,1,1,21,1,63,NA
7902811,1,1,64,1,63,NA
7902811,1,2,56,1,63,NA
7902811,1,3,30,1,63,400000
7902811,1,4,9,1,63,NA
7902812,1,1,37,1,63,1000000
7902812,1,2,32,1,63,NA
7902812,1,3,10,1,63,NA
7902814,1,1,47,1,63,1300000
7902814,1,2,20,1,63,NA
7902814,1,3,16,1,63,NA
7902814,1,4,12,1,63,NA
7902815,1,1,40,1,63,1500000
7902816,1,1,25,1,63,400000
7902816,1,2,23,1,63,NA
7902817,1,1,27,1,63,2400000
7902819,1,1,21,1,63,NA
7902820,1,1,39,1,63,300000
7902820,1,2,66,1,63,NA
7902821,1,1,36,1,63,800000
7902821,1,2,15,1,63,NA
7902821,1,3,11,1,63,NA
7902823,1,1,45,1,63,1300000
7902823,1,2,83,1,63,NA
7902823,1,3,46,1,63,NA
7902824,1,1,48,1,63,1300000
7902824,1,2,42,1,63,NA
7902824,1,3,23,1,63,1300000
7902824,1,4,21,1,63,NA
7902824,1,5,5,1,63,NA
7902825,1,1,26,1,63,1400000
7902825,1,2,27,1,63,1300000
7902825,1,3,12,1,63,NA
7902825,1,4,12,1,63,NA
7902825,1,5,0,1,63,NA
7902827,1,1,60,1,63,500000
7902828,1,1,34,1,63,2200000
7902828,1,2,31,1,63,NA
7902828,1,3,14,1,63,NA
7902828,1,4,7,1,63,NA
7902829,1,1,64,1,63,400000
7902829,1,2,56,1,63,NA
7902829,1,3,28,1,63,1600000
7902829,1,4,23,1,63,1300000
7902831,1,1,45,1,63,700000
7902831,1,2,26,1,63,400000
7902831,1,3,20,1,63,NA
7902832,1,1,52,1,63,NA
7902832,1,2,55,1,63,3000000
7902833,1,1,44,1,63,1400000
7902833,1,2,9,1,63,NA
7902834,1,1,54,1,63,NA
7902834,1,2,58,1,63,NA
7902834,1,3,24,1,63,700000
7902835,1,1,77,1,63,NA
7902835,1,2,57,1,63,2900000
7902835,1,3,61,1,63,2950000
7902836,1,1,31,1,63,10000000
7902836,1,2,27,1,63,1800000
7902836,1,3,6,1,63,NA
7902837,1,1,67,1,63,NA
7902837,1,2,80,1,63,NA
7902838,1,1,29,1,63,1600000
7902838,1,2,23,1,63,1300000
7902838,1,3,25,1,63,NA
7902838,1,4,9,1,63,NA
7902840,1,1,52,1,63,1600000
7902840,1,2,18,1,63,NA
7902841,1,1,56,1,63,500000
7902841,1,2,14,1,63,NA
7902841,1,3,18,1,63,NA
7902841,1,4,16,1,63,NA
7902842,1,1,79,1,63,NA
7902843,1,1,48,1,63,3500000
7902843,1,2,31,1,63,1300000
7902843,1,3,8,1,63,NA
7902846,1,1,42,1,63,1500000
7902846,1,2,36,1,63,1300000
7902847,1,1,54,1,63,120000
7902847,1,2,57,1,63,NA
7902847,1,3,69,1,63,NA
7902848,1,1,62,1,63,NA
7902848,1,2,75,1,63,NA
7902848,1,3,40,1,63,700000
7902848,1,4,30,1,63,2000000
7902848,1,5,32,1,63,720000
7902848,1,6,10,1,63,NA
7902848,1,7,0,1,63,NA
7902850,1,1,67,1,63,350000
7902853,1,1,39,1,63,1600000
7902856,1,1,45,1,63,500000
7902856,1,2,21,1,63,1300000
7902857,1,1,63,1,63,NA
7902858,1,1,46,1,63,1600000
7902858,1,2,43,1,63,NA
7902858,1,3,6,1,63,NA
7902860,1,1,76,1,63,NA
7902860,1,2,65,1,63,NA
7902860,1,3,35,1,63,1000000
7902860,1,4,42,1,63,2100000
7902861,1,1,35,1,63,NA
7902862,1,1,43,1,63,1200000
7902862,1,2,40,1,63,2189000
7902862,1,3,16,1,63,NA
7902864,1,1,83,1,63,NA
7902865,1,1,29,1,63,3000000
7902867,1,1,66,1,63,1700000
7902868,1,1,21,1,63,NA
7902869,1,1,26,1,63,NA
7902870,1,1,34,1,63,1300000
7902872,1,1,30,1,63,1850000
7902873,1,1,50,1,63,NA
7902873,1,2,53,1,63,NA
7902873,1,3,25,1,63,NA
7902873,1,4,13,1,63,NA
7902874,1,1,19,1,63,NA
7902875,1,1,23,1,63,NA
7902877,1,1,25,1,63,600000
7902878,1,1,19,1,63,NA
7902879,1,1,19,1,63,NA
7902880,1,1,51,1,63,NA
7902880,1,2,50,1,63,NA
7902880,1,3,16,1,63,NA
7902881,1,1,21,1,63,NA
7902887,1,1,43,1,63,1300000
7902887,1,2,55,1,63,NA
7902887,1,3,24,1,63,NA
7902887,1,4,5,1,63,NA
7902887,1,5,2,1,63,NA
7902887,1,6,58,1,63,1200000
7902888,1,1,43,1,63,2000000
7902888,1,2,36,1,63,800000
7902888,1,3,13,1,63,NA
7902888,1,4,11,1,63,NA
7902889,1,1,29,1,63,1300000
7902889,1,2,35,1,63,1600000
7902890,1,1,94,1,63,NA
7902890,1,2,78,1,63,NA
7902892,1,1,65,1,63,600000
7902893,1,1,26,1,63,1300000
7902893,1,2,33,1,63,1300000
7902893,1,3,34,1,63,1300000
7902895,1,1,37,1,63,1000000
7902895,1,2,42,1,63,NA
7902895,1,3,16,1,63,NA
7902895,1,4,11,1,63,NA
7902896,1,1,67,1,63,NA
7902896,1,2,66,1,63,450000
7902897,1,1,69,1,63,NA
7902897,1,2,40,1,63,1300000
7902899,1,1,44,1,63,3600000
7902899,1,2,46,1,63,900000
7902899,1,3,17,1,63,NA
7902904,1,1,29,1,63,1000000
7902904,1,2,3,1,63,NA
7902906,1,1,60,1,63,1300000
7902908,1,1,26,1,63,NA
7902908,1,2,25,1,63,700000
7902908,1,3,9,1,63,NA
7902908,1,4,6,1,63,NA
7902909,1,1,45,1,63,NA
7902909,1,2,37,1,63,1300000
7902909,1,3,16,1,63,NA
7902909,1,4,14,1,63,NA
7902909,1,5,28,1,63,NA
7902909,1,6,20,1,63,576000
7902909,1,7,2,1,63,NA
7902911,1,1,38,1,63,1200000
7902911,1,2,40,1,63,1300000
7902911,1,3,10,1,63,NA
7902911,1,4,2,1,63,NA
7902912,1,1,77,1,63,NA
7902912,1,2,68,1,63,NA
7902914,1,1,71,1,63,NA
7902914,1,2,56,1,63,400000
7902915,1,1,66,1,63,1000000
7902931,1,1,39,1,66,1300000
7902931,1,2,20,1,66,1700000
7902931,1,3,13,1,66,NA
7902932,1,1,22,1,66,1300000
7902932,1,2,23,1,66,1200000
7902932,1,3,43,1,66,NA
7902932,1,4,17,1,66,NA
7902933,1,1,42,1,66,1500000
7902933,1,2,39,1,66,NA
7902933,1,3,17,1,66,NA
7902934,1,1,23,1,66,1300000
7902934,1,2,3,1,66,NA
7902934,1,3,56,1,66,1000000
7902935,1,1,31,1,66,1600000
7902935,1,2,27,1,66,1000000
7902935,1,3,12,1,66,NA
7902935,1,4,8,1,66,NA
7902936,1,1,37,1,66,1600000
7902936,1,2,20,1,66,NA
7902936,1,3,11,1,66,NA
7902937,1,1,25,1,66,1000000
7902937,1,2,26,1,66,1300000
7902937,1,3,3,1,66,NA
7902937,1,4,51,1,66,NA
7902938,1,1,63,1,66,1500000
7902938,1,2,52,1,66,NA
7902938,1,3,25,1,66,NA
7902938,1,4,11,1,66,NA
7902938,1,5,18,1,66,NA
7902938,1,6,23,1,66,1300000
7902938,1,7,2,1,66,NA
7902941,1,1,35,1,66,900000
7902944,1,1,51,1,66,NA
7902944,1,2,49,1,66,NA
7902946,1,1,67,1,66,2000000
7902946,1,2,68,1,66,NA
7902947,1,1,68,1,66,NA
7902948,1,1,54,1,66,500000
7902948,1,2,53,1,66,250000
7902948,1,3,31,1,66,1300000
7902948,1,4,29,1,66,NA
7902948,1,5,16,1,66,NA
7902949,1,1,23,1,66,1300000
7902949,1,2,21,1,66,NA
7902949,1,3,2,1,66,NA
7902952,1,1,60,1,66,NA
7902952,1,2,50,1,66,600000
7902952,1,3,41,1,66,1300000
7902958,1,1,32,1,66,3900000
7902959,1,1,79,1,66,NA
7902961,1,1,72,1,66,NA
7902961,1,2,72,1,66,NA
7902961,1,3,42,1,66,4700000
7902963,1,1,65,1,66,1300000
7902963,1,2,50,1,66,NA
7902964,1,1,73,1,66,3900000
7902964,1,2,67,1,66,NA
7902965,1,1,79,1,66,NA
7902965,1,2,77,1,66,2650000
7902966,1,1,85,1,66,NA
7902966,1,2,64,1,66,1300000
7902967,1,1,77,1,66,6800000
7902967,1,2,72,1,66,NA
7902967,1,3,41,1,66,3000000
7902968,1,1,92,1,66,NA
7902969,1,1,56,1,66,NA
7902969,1,2,50,1,66,NA
7902969,1,3,22,1,66,1300000
7902969,1,4,20,1,66,NA
7902969,1,5,58,1,66,NA
7902971,1,1,60,1,66,19500000
7902971,1,2,48,1,66,19500000
7902971,1,3,23,1,66,NA
7902971,1,4,18,1,66,NA
7902973,1,1,74,1,66,NA
7902973,1,2,59,1,66,NA
7902975,1,1,81,1,66,NA
7902975,1,2,50,1,66,1400000
7902975,1,3,53,1,66,1300000
7902975,1,4,31,1,66,NA
7902976,1,1,62,1,66,NA
7902976,1,2,49,1,66,NA
7902976,1,3,19,1,66,NA
7902977,1,1,44,1,66,1300000
7902977,1,2,33,1,66,NA
7902977,1,3,12,1,66,NA
7902977,1,4,4,1,66,NA
7902978,1,1,50,1,66,1300000
7902978,1,2,56,1,66,1300000
7902978,1,3,24,1,66,1300000
7902979,1,1,54,1,66,1300000
7902979,1,2,46,1,66,NA
7902979,1,3,17,1,66,NA
7902980,1,1,56,1,66,1500000
7902980,1,2,51,1,66,1300000
7902980,1,3,24,1,66,2600000
7902981,1,1,70,1,66,NA
7902981,1,2,61,1,66,NA
7902982,1,1,72,1,66,NA
7902983,1,1,41,1,66,1300000
7902983,1,2,27,1,66,NA
7902984,1,1,67,1,66,NA
7902984,1,2,67,1,66,NA
7902986,1,1,31,1,66,NA
7902987,1,1,82,1,66,NA
7902988,1,1,89,1,66,NA
7902988,1,2,51,1,66,NA
7902988,2,1,61,1,66,1800000
7902988,2,2,56,1,66,NA
7902988,2,3,37,1,66,NA
7902988,2,4,28,1,66,1300000
7902990,1,1,56,1,66,1300000
7902990,1,2,60,1,66,NA
7902990,1,3,22,1,66,NA
7902991,1,1,63,1,66,NA
7902992,1,1,36,1,66,1400000
7902992,1,2,17,1,66,NA
7902995,1,1,41,1,66,1300000
7902999,1,1,78,1,66,NA
7903000,1,1,68,1,66,6000000
7903001,1,1,79,1,66,NA
7903004,1,1,37,1,66,NA
7903004,1,2,27,1,66,1850000
7903004,1,3,15,1,66,NA
7903005,1,1,52,1,66,5500000
7903005,1,2,84,1,66,NA
7903005,1,3,26,1,66,1300000
7903006,1,1,68,1,66,NA
7903007,1,1,48,1,66,4000000
7903007,1,2,30,1,66,4000000
7903008,1,1,35,1,66,6000000
7903008,1,2,24,1,66,1400000
7903009,1,1,64,1,66,NA
7903011,1,1,52,1,66,NA
7903011,1,2,26,1,66,788000
7903012,1,1,32,1,66,1500000
7903012,1,2,29,1,66,1300000
7903012,1,3,9,1,66,NA
7903012,1,4,5,1,66,NA
7903013,1,1,44,1,66,1500000
7903013,1,2,47,1,66,1500000
7903013,1,3,21,1,66,NA
7903013,1,4,18,1,66,NA
7903013,1,5,16,1,66,NA
7903014,1,1,57,1,66,1000000
7903015,1,1,32,1,66,1280000
7903015,1,2,26,1,66,NA
7903015,1,3,5,1,66,NA
7903016,1,1,25,1,66,1300000
7903017,1,1,72,1,66,NA
7903017,1,2,41,1,66,NA
7903017,1,3,17,1,66,NA
7903017,1,4,23,1,66,NA
7903019,1,1,82,1,66,NA
7903027,1,1,44,1,66,1300000
7903027,1,2,46,1,66,370000
7903027,1,3,21,1,66,NA
7903033,1,1,34,1,66,1400000
7903034,1,1,43,1,66,1462000
7903039,1,1,36,1,68,700000
7903039,1,2,32,1,68,NA
7903039,1,3,14,1,68,NA
7903039,1,4,8,1,68,NA
7903040,1,1,59,1,68,1000000
7903041,1,1,52,1,68,NA
7903041,1,2,45,1,68,6600000
7903041,1,3,11,1,68,NA
7903043,1,1,72,1,68,NA
7903043,1,2,61,1,68,NA
7903044,1,1,42,1,68,1300000
7903044,1,2,41,1,68,900000
7903044,1,3,21,1,68,NA
7903044,1,4,16,1,68,NA
7903045,1,1,72,1,68,NA
7903045,1,2,50,1,68,500000
7903045,1,3,9,1,68,NA
7903045,1,4,7,1,68,NA
7903046,1,1,82,1,68,NA
7903046,1,2,64,1,68,1300000
7903046,1,3,62,1,68,NA
7903047,1,1,26,1,68,750000
7903047,1,2,20,1,68,1300000
7903048,1,1,35,1,68,1200000
7903049,1,1,70,1,68,NA
7903049,1,2,54,1,68,NA
7903049,1,3,26,1,68,1300000
7903050,1,1,66,1,68,1800000
7903051,1,1,98,1,68,NA
7903051,1,2,62,1,68,NA
7903052,1,1,26,1,68,1400000
7903052,1,2,27,1,68,1300000
7903052,1,3,9,1,68,NA
7903052,1,4,6,1,68,NA
7903053,1,1,58,1,68,1500000
7903053,1,2,61,1,68,NA
7903053,1,3,28,1,68,2400000
7903053,1,4,24,1,68,NA
7903054,1,1,30,1,68,2500000
7903055,1,1,37,1,68,2200000
7903055,1,2,35,1,68,3400000
7903055,1,3,6,1,68,NA
7903055,1,4,1,1,68,NA
7903056,1,1,27,1,68,3900000
7903056,1,2,28,1,68,1000000
7903057,1,1,46,1,68,1800000
7903057,1,2,44,1,68,1300000
7903057,1,3,24,1,68,1300000
7903057,1,4,15,1,68,NA
7903058,1,1,48,1,68,1300000
7903059,1,1,29,1,68,1000000
7903060,1,1,63,1,68,NA
7903060,1,2,40,1,68,1500000
7903060,1,3,24,1,68,NA
7903060,1,4,2,1,68,NA
7903061,1,1,28,1,68,1500000
7903074,1,1,37,1,68,1300000
7903074,1,2,40,1,68,6000000
7903074,1,3,13,1,68,NA
7903081,1,1,67,1,68,NA
7903081,1,2,35,1,68,1300000
7903081,1,3,60,1,68,850000
7903087,1,1,70,1,70,NA
7903087,1,2,74,1,70,NA
7903088,1,1,59,1,70,600000
7903088,1,2,50,1,70,NA
7903088,1,3,18,1,70,NA
7903088,1,4,10,1,70,NA
7903088,1,5,7,1,70,NA
7903088,1,6,6,1,70,NA
7903089,1,1,61,1,70,NA
7903089,1,2,34,1,70,NA
7903089,1,3,34,1,70,300000
7903089,1,4,14,1,70,NA
7903089,1,5,2,1,70,NA
7903089,1,6,22,1,70,NA
7903090,1,1,48,1,70,300000
7903090,1,2,47,1,70,650000
7903090,1,3,28,1,70,1300000
7903090,1,4,24,1,70,NA
7903090,1,5,5,1,70,NA
7903090,1,6,26,1,70,NA
7903090,1,7,21,1,70,300000
7903090,1,8,5,1,70,NA
7903090,1,9,1,1,70,NA
7903091,1,1,37,1,70,1300000
7903091,1,2,33,1,70,NA
7903091,1,3,15,1,70,NA
7903091,1,4,9,1,70,NA
7903091,1,5,1,1,70,NA
7903092,1,1,26,1,70,500000
7903092,1,2,22,1,70,100000
7903092,1,3,2,1,70,NA
7903093,1,1,63,1,70,NA
7903093,1,2,34,1,70,NA
7903094,1,1,69,1,70,350000
7903094,1,2,68,1,70,500000
7903096,1,1,24,1,70,NA
7903098,1,1,55,1,70,430000
7903098,1,2,44,1,70,300000
7903098,1,3,22,1,70,NA
7903098,1,4,11,1,70,NA
7903099,1,1,69,1,70,NA
7903100,1,1,28,1,70,20000
7903101,1,1,59,1,70,40000
7903101,1,2,59,1,70,900000
7903102,1,1,44,1,70,500000
7903103,1,1,46,1,70,1300000
7903103,1,2,35,1,70,NA
7903103,1,3,18,1,70,NA
7903103,1,4,10,1,70,NA
7903103,1,5,0,1,70,NA
7903104,1,1,35,1,70,1300000
7903104,1,2,13,1,70,NA
7903104,1,3,9,1,70,NA
7903106,1,1,76,1,70,NA
7903106,1,2,46,1,70,200000
7903107,1,1,68,1,70,NA
7903107,1,2,48,1,70,NA
7903108,1,1,41,1,70,500000
7903108,1,2,31,1,70,NA
7903108,1,3,12,1,70,NA
7903108,1,4,7,1,70,NA
7903109,1,1,65,1,70,NA
7903109,1,2,59,1,70,NA
7903109,1,3,26,1,70,NA
7903110,1,1,79,1,70,NA
7903111,1,1,53,1,70,NA
7903111,1,2,54,1,70,1200000
7903111,1,3,26,1,70,NA
7903111,1,4,89,1,70,NA
7903111,1,5,59,1,70,180000
7903111,1,6,23,1,70,NA
7903111,1,7,40,1,70,NA
